"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_844A","ACCT_844B","ACCT_844C","ACCT_844D","ACCT_844E","ACCT_844F","ACCT_844G","ACCT_844H","ACCT_844I","ACCT_844J","ACCT_844K","ACCT_844L","ACCT_844M","ACCT_844N","ACCT_844O","ACCT_844P","ACCT_844Q","ACCT_844R","ACCT_844S","ACCT_844T"
67640,12/31/2013 0:00:00,22878,"","","","","","","","","","","","","","","","","","","",""
67641,12/31/2013 0:00:00,22830,"","","","","","","","","","","","","","","","","","","",""
67642,12/31/2013 0:00:00,22701,"","","","","","","","","","","","","","","","","","","",""
67643,12/31/2013 0:00:00,22536,"","","","","","","","","","","","","","","","","","","",""
67644,12/31/2013 0:00:00,22953,"","","","","","","","","","","","","","","","","","","",""
67645,12/31/2013 0:00:00,22743,"","","","","","","","","","","","","","","","","","","",""
67648,12/31/2013 0:00:00,21619,"","","","","","","","","","","","","","","","","","","",""
67649,12/31/2013 0:00:00,22782,"","","","","","","","","","","","","","","","","","","",""
67651,12/31/2013 0:00:00,22820,"","","","","","","","","","","","","","","","","","","",""
67652,12/31/2013 0:00:00,22740,"","","","","","","","","","","","","","","","","","","",""
67655,12/31/2013 0:00:00,21776,"","","","","","","","","","","","","","","","","","","",""
67658,12/31/2013 0:00:00,23018,"","","","","","","","","","","","","","","","","","","",""
67660,12/31/2013 0:00:00,22657,"","","","","","","","","","","","","","","","","","","",""
67661,12/31/2013 0:00:00,22715,"","","","","","","","","","","","","","","","","","","",""
67664,12/31/2013 0:00:00,23764,"431925982","","","","","","","","","","","","","","","","","","",""
67666,12/31/2013 0:00:00,23941,"","","","","","","","","","","","","","","","","","","",""
67668,12/31/2013 0:00:00,22562,"592678556","","","","","","","","","","","","","","","","","","",""
67669,12/31/2013 0:00:00,22687,"","","","","","","","","","","","","","","","","","","",""
67677,12/31/2013 0:00:00,22495,"","","","","","","","","","","","","","","","","","","",""
67681,12/31/2013 0:00:00,22819,"","","","","","","","","","","","","","","","","","","",""
67682,12/31/2013 0:00:00,21832,"","","","","","","","","","","","","","","","","","","",""
67683,12/31/2013 0:00:00,24352,"","","","","","","","","","","","","","","","","","","",""
67686,12/31/2013 0:00:00,22807,"","","","","","","","","","","","","","","","","","","",""
67687,12/31/2013 0:00:00,21768,"","","","","","","","","","","","","","","","","","","",""
67688,12/31/2013 0:00:00,21720,"","","","","","","","","","","","","","","","","","","",""
67689,12/31/2013 0:00:00,23853,"","","","","","","","","","","","","","","","","","","",""
67691,12/31/2013 0:00:00,21848,"","","","","","","","","","","","","","","","","","","",""
67694,12/31/2013 0:00:00,21879,"","","","","","","","","","","","","","","","","","","",""
67695,12/31/2013 0:00:00,21833,"","","","","","","","","","","","","","","","","","","",""
67696,12/31/2013 0:00:00,24239,"","","","","","","","","","","","","","","","","","","",""
67700,12/31/2013 0:00:00,23059,"","","","","","","","","","","","","","","","","","","",""
67701,12/31/2013 0:00:00,23980,"","","","","","","","","","","","","","","","","","","",""
67703,12/31/2013 0:00:00,21839,"","","","","","","","","","","","","","","","","","","",""
67706,12/31/2013 0:00:00,21743,"","","","","","","","","","","","","","","","","","","",""
67708,12/31/2013 0:00:00,23101,"","","","","","","","","","","","","","","","","","","",""
67709,12/31/2013 0:00:00,24305,"","","","","","","","","","","","","","","","","","","",""
67710,12/31/2013 0:00:00,24241,"","","","","","","","","","","","","","","","","","","",""
67713,12/31/2013 0:00:00,23945,"","","","","","","","","","","","","","","","","","","",""
67714,12/31/2013 0:00:00,24268,"","","","","","","","","","","","","","","","","","","",""
67715,12/31/2013 0:00:00,23104,"","","","","","","","","","","","","","","","","","","",""
67716,12/31/2013 0:00:00,21871,"","","","","","","","","","","","","","","","","","","",""
67717,12/31/2013 0:00:00,22471,"","","","","","","","","","","","","","","","","","","",""
67720,12/31/2013 0:00:00,24040,"","","","","","","","","","","","","","","","","","","",""
67724,12/31/2013 0:00:00,21781,"","","","","","","","","","","","","","","","","","","",""
67725,12/31/2013 0:00:00,22467,"","","","","","","","","","","","","","","","","","","",""
67727,12/31/2013 0:00:00,21851,"","","","","","","","","","","","","","","","","","","",""
67730,12/31/2013 0:00:00,22403,"","","","","","","","","","","","","","","","","","","",""
67736,12/31/2013 0:00:00,24012,"","","","","","","","","","","","","","","","","","","",""
67738,12/31/2013 0:00:00,23850,"","","","","","","","","","","","","","","","","","","",""
67739,12/31/2013 0:00:00,23058,"","","","","","","","","","","","","","","","","","","",""
67741,12/31/2013 0:00:00,23925,"","","","","","","","","","","","","","","","","","","",""
67744,12/31/2013 0:00:00,21887,"","","","","","","","","","","","","","","","","","","",""
67746,12/31/2013 0:00:00,24254,"","","","","","","","","","","","","","","","","","","",""
67747,12/31/2013 0:00:00,23868,"591743434","","","","","","","","","","","","","","","","","","",""
67748,12/31/2013 0:00:00,23895,"626040478","","","","","","","","","","","","","","","","","","",""
67749,12/31/2013 0:00:00,24246,"","","","","","","","","","","","","","","","","","","",""
67750,12/31/2013 0:00:00,21873,"","","","","","","","","","","","","","","","","","","",""
67755,12/31/2013 0:00:00,24008,"","","","","","","","","","","","","","","","","","","",""
67757,12/31/2013 0:00:00,24022,"","","","","","","","","","","","","","","","","","","",""
67758,12/31/2013 0:00:00,24211,"","","","","","","","","","","","","","","","","","","",""
67759,12/31/2013 0:00:00,22390,"","","","","","","","","","","","","","","","","","","",""
67760,12/31/2013 0:00:00,22447,"","","","","","","","","","","","","","","","","","","",""
67761,12/31/2013 0:00:00,22996,"204581436","","","","","","","","","","","","","","","","","","",""
67762,12/31/2013 0:00:00,21634,"","","","","","","","","","","","","","","","","","","",""
67764,12/31/2013 0:00:00,21878,"","","","","","","","","","","","","","","","","","","",""
67767,12/31/2013 0:00:00,24262,"","","","","","","","","","","","","","","","","","","",""
67770,12/31/2013 0:00:00,21831,"","","","","","","","","","","","","","","","","","","",""
67772,12/31/2013 0:00:00,24220,"","","","","","","","","","","","","","","","","","","",""
67773,12/31/2013 0:00:00,24270,"","","","","","","","","","","","","","","","","","","",""
67774,12/31/2013 0:00:00,22376,"","","","","","","","","","","","","","","","","","","",""
67776,12/31/2013 0:00:00,23967,"","","","","","","","","","","","","","","","","","","",""
67778,12/31/2013 0:00:00,23873,"","","","","","","","","","","","","","","","","","","",""
67779,12/31/2013 0:00:00,24002,"","","","","","","","","","","","","","","","","","","",""
67781,12/31/2013 0:00:00,24327,"","","","","","","","","","","","","","","","","","","",""
67783,12/31/2013 0:00:00,22382,"","","","","","","","","","","","","","","","","","","",""
67785,12/31/2013 0:00:00,22451,"","","","","","","","","","","","","","","","","","","",""
67789,12/31/2013 0:00:00,23982,"","","","","","","","","","","","","","","","","","","",""
67791,12/31/2013 0:00:00,24067,"","","","","","","","","","","","","","","","","","","",""
67793,12/31/2013 0:00:00,23939,"","","","","","","","","","","","","","","","","","","",""
67796,12/31/2013 0:00:00,21867,"","","","","","","","","","","","","","","","","","","",""
67797,12/31/2013 0:00:00,22394,"","","","","","","","","","","","","","","","","","","",""
67799,12/31/2013 0:00:00,22439,"","","","","","","","","","","","","","","","","","","",""
67800,12/31/2013 0:00:00,22440,"","","","","","","","","","","","","","","","","","","",""
67801,12/31/2013 0:00:00,23102,"","","","","","","","","","","","","","","","","","","",""
67802,12/31/2013 0:00:00,23084,"","","","","","","","","","","","","","","","","","","",""
67804,12/31/2013 0:00:00,23100,"274479158","272789465","","","","","","","","","","","","","","","","","",""
67810,12/31/2013 0:00:00,22428,"","","","","","","","","","","","","","","","","","","",""
67812,12/31/2013 0:00:00,22395,"","","","","","","","","","","","","","","","","","","",""
67817,12/31/2013 0:00:00,22453,"","","","","","","","","","","","","","","","","","","",""
67818,12/31/2013 0:00:00,22454,"274387032","","","","","","","","","","","","","","","","","","",""
67821,12/31/2013 0:00:00,22462,"","","","","","","","","","","","","","","","","","","",""
67826,12/31/2013 0:00:00,22381,"","","","","","","","","","","","","","","","","","","",""
67828,12/31/2013 0:00:00,22384,"","","","","","","","","","","","","","","","","","","",""
67829,12/31/2013 0:00:00,22406,"","","","","","","","","","","","","","","","","","","",""
67831,12/31/2013 0:00:00,23689,"","","","","","","","","","","","","","","","","","","",""
67835,12/31/2013 0:00:00,22730,"","","","","","","","","","","","","","","","","","","",""
67836,12/31/2013 0:00:00,24313,"","","","","","","","","","","","","","","","","","","",""
67837,12/31/2013 0:00:00,24186,"","","","","","","","","","","","","","","","","","","",""
67838,12/31/2013 0:00:00,24339,"","","","","","","","","","","","","","","","","","","",""
67840,12/31/2013 0:00:00,24267,"","","","","","","","","","","","","","","","","","","",""
67841,12/31/2013 0:00:00,24204,"","","","","","","","","","","","","","","","","","","",""
67845,12/31/2013 0:00:00,24249,"","","","","","","","","","","","","","","","","","","",""
67846,12/31/2013 0:00:00,24208,"","","","","","","","","","","","","","","","","","","",""
67851,12/31/2013 0:00:00,24309,"","","","","","","","","","","","","","","","","","","",""
67855,12/31/2013 0:00:00,22398,"","","","","","","","","","","","","","","","","","","",""
67856,12/31/2013 0:00:00,22389,"","","","","","","","","","","","","","","","","","","",""
67864,12/31/2013 0:00:00,24328,"","","","","","","","","","","","","","","","","","","",""
67865,12/31/2013 0:00:00,22817,"","","","","","","","","","","","","","","","","","","",""
67869,12/31/2013 0:00:00,22962,"","","","","","","","","","","","","","","","","","","",""
67872,12/31/2013 0:00:00,24175,"","","","","","","","","","","","","","","","","","","",""
67873,12/31/2013 0:00:00,22986,"232015445","","","","","","","","","","","","","","","","","","",""
67874,12/31/2013 0:00:00,22533,"","","","","","","","","","","","","","","","","","","",""
67875,12/31/2013 0:00:00,24247,"","","","","","","","","","","","","","","","","","","",""
67881,12/31/2013 0:00:00,22695,"","","","","","","","","","","","","","","","","","","",""
67882,12/31/2013 0:00:00,24269,"","","","","","","","","","","","","","","","","","","",""
67890,12/31/2013 0:00:00,24265,"","","","","","","","","","","","","","","","","","","",""
67891,12/31/2013 0:00:00,24196,"","","","","","","","","","","","","","","","","","","",""
67892,12/31/2013 0:00:00,21808,"","","","","","","","","","","","","","","","","","","",""
67893,12/31/2013 0:00:00,24311,"","","","","","","","","","","","","","","","","","","",""
67894,12/31/2013 0:00:00,24226,"","","","","","","","","","","","","","","","","","","",""
67895,12/31/2013 0:00:00,23078,"","","","","","","","","","","","","","","","","","","",""
67902,12/31/2013 0:00:00,24320,"","","","","","","","","","","","","","","","","","","",""
67905,12/31/2013 0:00:00,24235,"","","","","","","","","","","","","","","","","","","",""
67908,12/31/2013 0:00:00,24266,"","","","","","","","","","","","","","","","","","","",""
67910,12/31/2013 0:00:00,23775,"","","","","","","","","","","","","","","","","","","",""
67911,12/31/2013 0:00:00,22242,"","","","","","","","","","","","","","","","","","","",""
67912,12/31/2013 0:00:00,24257,"","","","","","","","","","","","","","","","","","","",""
67913,12/31/2013 0:00:00,21711,"","","","","","","","","","","","","","","","","","","",""
67915,12/31/2013 0:00:00,22667,"","","","","","","","","","","","","","","","","","","",""
67921,12/31/2013 0:00:00,21901,"","","","","","","","","","","","","","","","","","","",""
67922,12/31/2013 0:00:00,23986,"","","","","","","","","","","","","","","","","","","",""
67924,12/31/2013 0:00:00,23060,"","","","","","","","","","","","","","","","","","","",""
67926,12/31/2013 0:00:00,22216,"","","","","","","","","","","","","","","","","","","",""
67927,12/31/2013 0:00:00,22912,"760500245","","","","","","","","","","","","","","","","","","",""
67928,12/31/2013 0:00:00,22685,"800014939","","","","","","","","","","","","","","","","","","",""
67929,12/31/2013 0:00:00,21840,"","","","","","","","","","","","","","","","","","","",""
67933,12/31/2013 0:00:00,22489,"","","","","","","","","","","","","","","","","","","",""
67936,12/31/2013 0:00:00,21893,"953732627","431855475","","","","","","","","","","","","","","","","","",""
67937,12/31/2013 0:00:00,23888,"","","","","","","","","","","","","","","","","","","",""
67938,12/31/2013 0:00:00,22526,"","","","","","","","","","","","","","","","","","","",""
67946,12/31/2013 0:00:00,23990,"","","","","","","","","","","","","","","","","","","",""
67947,12/31/2013 0:00:00,23940,"","","","","","","","","","","","","","","","","","","",""
67948,12/31/2013 0:00:00,23848,"","","","","","","","","","","","","","","","","","","",""
67951,12/31/2013 0:00:00,24174,"","","","","","","","","","","","","","","","","","","",""
67953,12/31/2013 0:00:00,21849,"","","","","","","","","","","","","","","","","","","",""
67955,12/31/2013 0:00:00,21509,"","","","","","","","","","","","","","","","","","","",""
67959,12/31/2013 0:00:00,24326,"","","","","","","","","","","","","","","","","","","",""
67963,12/31/2013 0:00:00,22961,"","","","","","","","","","","","","","","","","","","",""
67964,12/31/2013 0:00:00,24329,"","","","","","","","","","","","","","","","","","","",""
67965,12/31/2013 0:00:00,24322,"","","","","","","","","","","","","","","","","","","",""
67970,12/31/2013 0:00:00,23858,"","","","","","","","","","","","","","","","","","","",""
67971,12/31/2013 0:00:00,24027,"","","","","","","","","","","","","","","","","","","",""
67972,12/31/2013 0:00:00,23977,"621449620","","","","","","","","","","","","","","","","","","",""
67974,12/31/2013 0:00:00,23003,"","","","","","","","","","","","","","","","","","","",""
67976,12/31/2013 0:00:00,23956,"","","","","","","","","","","","","","","","","","","",""
67979,12/31/2013 0:00:00,23953,"","","","","","","","","","","","","","","","","","","",""
67982,12/31/2013 0:00:00,23992,"621601671","","","","","","","","","","","","","","","","","","",""
67984,12/31/2013 0:00:00,24190,"800079212","","","","","","","","","","","","","","","","","","",""
67987,12/31/2013 0:00:00,22402,"","","","","","","","","","","","","","","","","","","",""
67988,12/31/2013 0:00:00,22436,"","","","","","","","","","","","","","","","","","","",""
67989,12/31/2013 0:00:00,23972,"","","","","","","","","","","","","","","","","","","",""
67990,12/31/2013 0:00:00,23983,"","","","","","","","","","","","","","","","","","","",""
67992,12/31/2013 0:00:00,24291,"","","","","","","","","","","","","","","","","","","",""
67993,12/31/2013 0:00:00,5429,"","","","","","","","","","","","","","","","","","","",""
67994,12/31/2013 0:00:00,24251,"","","","","","","","","","","","","","","","","","","",""
67995,12/31/2013 0:00:00,22431,"","","","","","","","","","","","","","","","","","","",""
68003,12/31/2013 0:00:00,5727,"","","","","","","","","","","","","","","","","","","",""
68005,12/31/2013 0:00:00,22765,"","","","","","","","","","","","","","","","","","","",""
68008,12/31/2013 0:00:00,23062,"","","","","","","","","","","","","","","","","","","",""
68010,12/31/2013 0:00:00,22903,"","","","","","","","","","","","","","","","","","","",""
68011,12/31/2013 0:00:00,22836,"","","","","","","","","","","","","","","","","","","",""
68012,12/31/2013 0:00:00,24354,"","","","","","","","","","","","","","","","","","","",""
68016,12/31/2013 0:00:00,22483,"","","","","","","","","","","","","","","","","","","",""
68018,12/31/2013 0:00:00,22630,"","","","","","","","","","","","","","","","","","","",""
68019,12/31/2013 0:00:00,24296,"","","","","","","","","","","","","","","","","","","",""
68020,12/31/2013 0:00:00,21550,"","","","","","","","","","","","","","","","","","","",""
68021,12/31/2013 0:00:00,22675,"","","","","","","","","","","","","","","","","","","",""
68025,12/31/2013 0:00:00,21913,"","","","","","","","","","","","","","","","","","","",""
68027,12/31/2013 0:00:00,21907,"","","","","","","","","","","","","","","","","","","",""
68028,12/31/2013 0:00:00,23758,"","","","","","","","","","","","","","","","","","","",""
68036,12/31/2013 0:00:00,21521,"","","","","","","","","","","","","","","","","","","",""
68038,12/31/2013 0:00:00,3355,"201087735","","","","","","","","","","","","","","","","","","",""
68042,12/31/2013 0:00:00,22583,"","","","","","","","","","","","","","","","","","","",""
68044,12/31/2013 0:00:00,25770,"","","","","","","","","","","","","","","","","","","",""
68046,12/31/2013 0:00:00,24197,"","","","","","","","","","","","","","","","","","","",""
68047,12/31/2013 0:00:00,25779,"","","","","","","","","","","","","","","","","","","",""
68048,12/31/2013 0:00:00,24213,"","","","","","","","","","","","","","","","","","","",""
68050,12/31/2013 0:00:00,24319,"","","","","","","","","","","","","","","","","","","",""
68052,12/31/2013 0:00:00,21910,"","","","","","","","","","","","","","","","","","","",""
68053,12/31/2013 0:00:00,23081,"","","","","","","","","","","","","","","","","","","",""
68057,12/31/2013 0:00:00,24237,"","","","","","","","","","","","","","","","","","","",""
68061,12/31/2013 0:00:00,22309,"","","","","","","","","","","","","","","","","","","",""
68062,12/31/2013 0:00:00,11413,"","","","","","","","","","","","","","","","","","","",""
68069,12/31/2013 0:00:00,23923,"","","","","","","","","","","","","","","","","","","",""
68071,12/31/2013 0:00:00,24013,"","","","","","","","","","","","","","","","","","","",""
68073,12/31/2013 0:00:00,23994,"","","","","","","","","","","","","","","","","","","",""
68074,12/31/2013 0:00:00,23900,"","","","","","","","","","","","","","","","","","","",""
68075,12/31/2013 0:00:00,23989,"","","","","","","","","","","","","","","","","","","",""
68077,12/31/2013 0:00:00,23958,"","","","","","","","","","","","","","","","","","","",""
68080,12/31/2013 0:00:00,23995,"","","","","","","","","","","","","","","","","","","",""
68084,12/31/2013 0:00:00,5770,"621730567","205880620","","","","","","","","","","","","","","","","","",""
68085,12/31/2013 0:00:00,23942,"","","","","","","","","","","","","","","","","","","",""
68092,12/31/2013 0:00:00,24010,"","","","","","","","","","","","","","","","","","","",""
68093,12/31/2013 0:00:00,23905,"","","","","","","","","","","","","","","","","","","",""
68095,12/31/2013 0:00:00,24028,"621755849","","","","","","","","","","","","","","","","","","",""
68096,12/31/2013 0:00:00,23965,"","","","","","","","","","","","","","","","","","","",""
68097,12/31/2013 0:00:00,23914,"","","","","","","","","","","","","","","","","","","",""
68098,12/31/2013 0:00:00,23938,"","","","","","","","","","","","","","","","","","","",""
68100,12/31/2013 0:00:00,23985,"","","","","","","","","","","","","","","","","","","",""
68101,12/31/2013 0:00:00,23886,"","","","","","","","","","","","","","","","","","","",""
68104,12/31/2013 0:00:00,23937,"","","","","","","","","","","","","","","","","","","",""
68112,12/31/2013 0:00:00,23119,"","","","","","","","","","","","","","","","","","","",""
68113,12/31/2013 0:00:00,22361,"","","","","","","","","","","","","","","","","","","",""
68119,12/31/2013 0:00:00,24043,"","","","","","","","","","","","","","","","","","","",""
68120,12/31/2013 0:00:00,23915,"","","","","","","","","","","","","","","","","","","",""
68121,12/31/2013 0:00:00,25876,"","","","","","","","","","","","","","","","","","","",""
68124,12/31/2013 0:00:00,23996,"","","","","","","","","","","","","","","","","","","",""
68126,12/31/2013 0:00:00,23912,"","","","","","","","","","","","","","","","","","","",""
68127,12/31/2013 0:00:00,23911,"","","","","","","","","","","","","","","","","","","",""
68135,12/31/2013 0:00:00,23976,"","","","","","","","","","","","","","","","","","","",""
68137,12/31/2013 0:00:00,24276,"","","","","","","","","","","","","","","","","","","",""
68138,12/31/2013 0:00:00,23981,"","","","","","","","","","","","","","","","","","","",""
68144,12/31/2013 0:00:00,23921,"","","","","","","","","","","","","","","","","","","",""
68145,12/31/2013 0:00:00,24041,"","","","","","","","","","","","","","","","","","","",""
68148,12/31/2013 0:00:00,23897,"","","","","","","","","","","","","","","","","","","",""
68149,12/31/2013 0:00:00,23864,"","","","","","","","","","","","","","","","","","","",""
68150,12/31/2013 0:00:00,1091,"","","","","","","","","","","","","","","","","","","",""
68153,12/31/2013 0:00:00,24046,"","","","","","","","","","","","","","","","","","","",""
68161,12/31/2013 0:00:00,23846,"","","","","","","","","","","","","","","","","","","",""
68164,12/31/2013 0:00:00,23946,"","","","","","","","","","","","","","","","","","","",""
68165,12/31/2013 0:00:00,24062,"","","","","","","","","","","","","","","","","","","",""
68167,12/31/2013 0:00:00,23879,"","","","","","","","","","","","","","","","","","","",""
68171,12/31/2013 0:00:00,23968,"","","","","","","","","","","","","","","","","","","",""
68172,12/31/2013 0:00:00,23852,"","","","","","","","","","","","","","","","","","","",""
68173,12/31/2013 0:00:00,23901,"","","","","","","","","","","","","","","","","","","",""
68176,12/31/2013 0:00:00,21512,"","","","","","","","","","","","","","","","","","","",""
68180,12/31/2013 0:00:00,21552,"","","","","","","","","","","","","","","","","","","",""
68181,12/31/2013 0:00:00,24587,"","","","","","","","","","","","","","","","","","","",""
68186,12/31/2013 0:00:00,3707,"911091440","953732627","","","","","","","","","","","","","","","","","",""
68187,12/31/2013 0:00:00,21514,"460916007","","","","","","","","","","","","","","","","","","",""
68190,12/31/2013 0:00:00,26240,"","","","","","","","","","","","","","","","","","","",""
68195,12/31/2013 0:00:00,26257,"","","","","","","","","","","","","","","","","","","",""
68196,12/31/2013 0:00:00,22263,"911867850","","","","","","","","","","","","","","","","","","",""
68198,12/31/2013 0:00:00,22258,"","","","","","","","","","","","","","","","","","","",""
68203,12/31/2013 0:00:00,22223,"911275748","","","","","","","","","","","","","","","","","","",""
68204,12/31/2013 0:00:00,22233,"","","","","","","","","","","","","","","","","","","",""
68205,12/31/2013 0:00:00,22224,"","","","","","","","","","","","","","","","","","","",""
68206,12/31/2013 0:00:00,22308,"","","","","","","","","","","","","","","","","","","",""
68210,12/31/2013 0:00:00,1562,"262814252","020518721","205885999","","","","","","","","","","","","","","","","",""
68214,12/31/2013 0:00:00,11015,"","","","","","","","","","","","","","","","","","","",""
68215,12/31/2013 0:00:00,12663,"364108945","","","","","","","","","","","","","","","","","","",""
68219,12/31/2013 0:00:00,742,"020385845","","","","","","","","","","","","","","","","","","",""
68220,12/31/2013 0:00:00,15481,"","","","","","","","","","","","","","","","","","","",""
68222,12/31/2013 0:00:00,22277,"","","","","","","","","","","","","","","","","","","",""
68223,12/31/2013 0:00:00,3806,"","","","","","","","","","","","","","","","","","","",""
68224,12/31/2013 0:00:00,4416,"","","","","","","","","","","","","","","","","","","",""
68225,12/31/2013 0:00:00,731,"050546661","","","","","","","","","","","","","","","","","","",""
68226,12/31/2013 0:00:00,1580,"","","","","","","","","","","","","","","","","","","",""
68227,12/31/2013 0:00:00,12314,"","","","","","","","","","","","","","","","","","","",""
68228,12/31/2013 0:00:00,2642,"880500878","","","","","","","","","","","","","","","","","","",""
68229,12/31/2013 0:00:00,22347,"","","","","","","","","","","","","","","","","","","",""
68231,12/31/2013 0:00:00,22273,"","","","","","","","","","","","","","","","","","","",""
68237,12/31/2013 0:00:00,4698,"911316353","","","","","","","","","","","","","","","","","","",""
68239,12/31/2013 0:00:00,4185,"","","","","","","","","","","","","","","","","","","",""
68240,12/31/2013 0:00:00,928,"","","","","","","","","","","","","","","","","","","",""
68241,12/31/2013 0:00:00,2397,"","","","","","","","","","","","","","","","","","","",""
68242,12/31/2013 0:00:00,7846,"356032041","352107899","","","","","","","","","","","","","","","","","",""
68243,12/31/2013 0:00:00,1643,"","","","","","","","","","","","","","","","","","","",""
68244,12/31/2013 0:00:00,1131,"850321660","","","","","","","","","","","","","","","","","","",""
68248,12/31/2013 0:00:00,2000,"351714970","350779057","","","","","","","","","","","","","","","","","",""
68249,12/31/2013 0:00:00,26299,"","","","","","","","","","","","","","","","","","","",""
68251,12/31/2013 0:00:00,5673,"770714777","208854504","","","","","","","","","","","","","","","","","",""
68253,12/31/2013 0:00:00,22235,"","","","","","","","","","","","","","","","","","","",""
68254,12/31/2013 0:00:00,22238,"","","","","","","","","","","","","","","","","","","",""
68255,12/31/2013 0:00:00,22295,"","","","","","","","","","","","","","","","","","","",""
68256,12/31/2013 0:00:00,1451,"","","","","","","","","","","","","","","","","","","",""
68257,12/31/2013 0:00:00,1056,"","","","","","","","","","","","","","","","","","","",""
68259,12/31/2013 0:00:00,5313,"351905210","","","","","","","","","","","","","","","","","","",""
68262,12/31/2013 0:00:00,22349,"","","","","","","","","","","","","","","","","","","",""
68266,12/31/2013 0:00:00,11695,"","","","","","","","","","","","","","","","","","","",""
68268,12/31/2013 0:00:00,22303,"","","","","","","","","","","","","","","","","","","",""
68271,12/31/2013 0:00:00,22229,"911283584","260473592","","","","","","","","","","","","","","","","","",""
68272,12/31/2013 0:00:00,11592,"","","","","","","","","","","","","","","","","","","",""
68273,12/31/2013 0:00:00,22232,"911345480","","","","","","","","","","","","","","","","","","",""
68274,12/31/2013 0:00:00,6968,"800027091","","","","","","","","","","","","","","","","","","",""
68276,12/31/2013 0:00:00,12894,"205880228","","","","","","","","","","","","","","","","","","",""
68278,12/31/2013 0:00:00,4138,"","","","","","","","","","","","","","","","","","","",""
68280,12/31/2013 0:00:00,22239,"","","","","","","","","","","","","","","","","","","",""
68283,12/31/2013 0:00:00,22240,"","","","","","","","","","","","","","","","","","","",""
68284,12/31/2013 0:00:00,22225,"","","","","","","","","","","","","","","","","","","",""
68286,12/31/2013 0:00:00,4174,"","","","","","","","","","","","","","","","","","","",""
68287,12/31/2013 0:00:00,1850,"352157620","","","","","","","","","","","","","","","","","","",""
68291,12/31/2013 0:00:00,26309,"","","","","","","","","","","","","","","","","","","",""
68292,12/31/2013 0:00:00,5102,"","","","","","","","","","","","","","","","","","","",""
68293,12/31/2013 0:00:00,22322,"911581577","","","","","","","","","","","","","","","","","","",""
68295,12/31/2013 0:00:00,2496,"","","","","","","","","","","","","","","","","","","",""
68296,12/31/2013 0:00:00,2921,"","","","","","","","","","","","","","","","","","","",""
68297,12/31/2013 0:00:00,1702,"","","","","","","","","","","","","","","","","","","",""
68298,12/31/2013 0:00:00,22226,"911271799","","","","","","","","","","","","","","","","","","",""
68300,12/31/2013 0:00:00,6748,"","","","","","","","","","","","","","","","","","","",""
68301,12/31/2013 0:00:00,1792,"453322731","","","","","","","","","","","","","","","","","","",""
68302,12/31/2013 0:00:00,8580,"","","","","","","","","","","","","","","","","","","",""
68304,12/31/2013 0:00:00,22236,"","","","","","","","","","","","","","","","","","","",""
68305,12/31/2013 0:00:00,22280,"","","","","","","","","","","","","","","","","","","",""
68315,12/31/2013 0:00:00,22333,"","","","","","","","","","","","","","","","","","","",""
68316,12/31/2013 0:00:00,14113,"","","","","","","","","","","","","","","","","","","",""
68317,12/31/2013 0:00:00,26305,"","","","","","","","","","","","","","","","","","","",""
68321,12/31/2013 0:00:00,1542,"953732627","","","","","","","","","","","","","","","","","","",""
68322,12/31/2013 0:00:00,4182,"161485702","","","","","","","","","","","","","","","","","","",""
68324,12/31/2013 0:00:00,2344,"","","","","","","","","","","","","","","","","","","",""
68325,12/31/2013 0:00:00,5070,"","","","","","","","","","","","","","","","","","","",""
68326,12/31/2013 0:00:00,22292,"","","","","","","","","","","","","","","","","","","",""
68328,12/31/2013 0:00:00,23716,"","","","","","","","","","","","","","","","","","","",""
68331,12/31/2013 0:00:00,22324,"","","","","","","","","","","","","","","","","","","",""
68332,12/31/2013 0:00:00,1924,"","","","","","","","","","","","","","","","","","","",""
68342,12/31/2013 0:00:00,4481,"","","","","","","","","","","","","","","","","","","",""
68343,12/31/2013 0:00:00,7028,"","","","","","","","","","","","","","","","","","","",""
68344,12/31/2013 0:00:00,3142,"352342516","271649423","","","","","","","","","","","","","","","","","",""
68349,12/31/2013 0:00:00,3546,"042843627","","","","","","","","","","","","","","","","","","",""
68352,12/31/2013 0:00:00,7222,"","","","","","","","","","","","","","","","","","","",""
68353,12/31/2013 0:00:00,14223,"","","","","","","","","","","","","","","","","","","",""
68354,12/31/2013 0:00:00,1062,"","","","","","","","","","","","","","","","","","","",""
68356,12/31/2013 0:00:00,2136,"","","","","","","","","","","","","","","","","","","",""
68358,12/31/2013 0:00:00,5137,"","","","","","","","","","","","","","","","","","","",""
68359,12/31/2013 0:00:00,2419,"","","","","","","","","","","","","","","","","","","",""
68361,12/31/2013 0:00:00,13251,"","","","","","","","","","","","","","","","","","","",""
68362,12/31/2013 0:00:00,22291,"","","","","","","","","","","","","","","","","","","",""
68366,12/31/2013 0:00:00,1796,"","","","","","","","","","","","","","","","","","","",""
68368,12/31/2013 0:00:00,12402,"","","","","","","","","","","","","","","","","","","",""
68369,12/31/2013 0:00:00,3040,"","","","","","","","","","","","","","","","","","","",""
68371,12/31/2013 0:00:00,2505,"","","","","","","","","","","","","","","","","","","",""
68372,12/31/2013 0:00:00,2408,"","","","","","","","","","","","","","","","","","","",""
